OBJECTID *,Shape *,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM,Shape_Length,Shape_Area
38,Polygon,360059,SF,KY Division of Mine Permits,KGS Project,KY0360059,INACT,51753.89455,97.472578,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  RV      02/23/1982  NW      09/01/1981,Released,9/1/1981,INTERIM,360059,51753.89455,4245905.472
39,Polygon,360062,SF,KY Division of Mine Permits,KGS Project,KY0360062,INACT,54255.41463,192.518556,IVYTON,RC,WOLVERINE MINING CORP,PRESTONSBURG,  MI      02/05/1990  RV      07/10/1987  RV      12/10/1985,Released,10/6/1981,INTERIM,360062,41169.39038,6075796.148
40,Polygon,360063,SF,KY Division of Mine Permits,KGS Project,KY0360063,INACT,21127.46056,28.11801,HAROLD,RC,HOMER SHORT COMPANY INC,PRESTONSBURG,  SU      05/31/1988  RV      03/16/1987  RV      03/10/1982,Released,8/7/1981,INTERIM,360063,21127.46056,1224820.499
41,Polygon,360065,SF,KY Division of Mine Permits,KGS Project,KY0360065,INACT,1472.907806,1.063852,LANCER,RC,DAVID F MAY II,PRESTONSBURG,  NW      07/17/1981,Released,7/17/1981,INTERIM,360065,1472.907806,46341.38319
42,Polygon,360067,SF,KY Division of Mine Permits,KGS Project,KY0360067,INACT,12510.12406,8.984366,MCDOWELL,RC,CAGER BRANCH COAL CO,PRESTONSBURG,  NW      10/09/1981,Released,10/9/1981,INTERIM,360067,12510.12406,391358.7675
43,Polygon,360068,SF,KY Division of Mine Permits,KGS Project,KY0360068,INACT,37345.53879,144.688275,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  RV      07/14/1982  NW      12/01/1981,Released,12/1/1981,INTERIM,360068,37345.53879,6302621.287
44,Polygon,360069,SF,KY Division of Mine Permits,KGS Project,KY0360069,INACT,2354.165165,2.968071,MARTIN,RC,CONAL COAL CO INC,PRESTONSBURG,  RV      09/23/1982  NW      01/27/1982,Released,1/27/1982,INTERIM,360069,2354.165165,129289.1637
46,Polygon,360072,SF,KY Division of Mine Permits,KGS Project,KY0360072,INACT,22613.59077,124.520991,MCDOWELL,RC,COAL-MAC INC,PRESTONSBURG,  RV      07/22/1987  RV      01/26/1983  AM      06/24/1982,Released,11/18/1981,INTERIM,360072,22613.59077,5424134.313
47,Polygon,360073,SF,KY Division of Mine Permits,KGS Project,KY0360073,INACT,7332.568597,12.608044,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  MA      04/01/1988  NW      11/13/1981,Released,11/13/1981,INTERIM,360073,7332.568596,549206.3621
48,Polygon,360074,SF,KY Division of Mine Permits,KGS Project,KY0360074,INACT,65750.0563,40.821718,THOMAS,RC,3 M DEVELOPMENT CO,PRESTONSBURG,  MA      10/02/1987  RV      09/27/1983  RV      03/25/1983,Released,11/2/1981,INTERIM,360074,65750.0563,1778193.892
49,Polygon,360075,SF,KY Division of Mine Permits,KGS Project,KY0360075,INACT,1960.502252,2.576731,HAROLD,RC,TOMMY SPEARS COAL CO,PRESTONSBURG,  RV      11/01/1982  NW      11/16/1981,Released,11/16/1981,INTERIM,360075,1960.502252,112242.4199
50,Polygon,360076,SF,KY Division of Mine Permits,KGS Project,KY0360076,INACT,1492.40223,1.592588,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  NW      10/19/1981,Released,10/19/1981,INTERIM,360076,1492.40223,69373.13515
51,Polygon,360078,SF,KY Division of Mine Permits,KGS Project,KY0360078,INACT,2662.9275,2.456894,WAYLAND,RC,DENZIL RAY HALL,PRESTONSBURG,  RV      01/24/1983  NW      12/07/1981,Released,12/7/1981,INTERIM,360078,2662.9275,107022.3167
52,Polygon,360080,SF,KY Division of Mine Permits,KGS Project,KY0360080,INACT,2612.051944,1.92304,MARTIN,RC,A B C DEVELOPING COMPANY INC,PRESTONSBURG,  NW      01/12/1982,Released,1/12/1982,INTERIM,360080,2612.051944,83767.60513
53,Polygon,360081,SF,KY Division of Mine Permits,KGS Project,KY0360081,INACT,1619.790858,1.983745,HAROLD,RC,ROBERT HALL,PRESTONSBURG,  NW      11/16/1981,Released,11/16/1981,INTERIM,360081,1619.790858,86411.94304
54,Polygon,360083,SF,KY Division of Mine Permits,KGS Project,KY0360083,INACT,5974.143405,7.359466,PIKEVILLE,RC,PARKER & PARKER MINING CO,PRESTONSBURG,  NW      01/06/1982,Released,1/6/1982,INTERIM,360083,5974.143405,320578.3002
55,Polygon,360084,SF,KY Division of Mine Permits,KGS Project,KY0360084,INACT,8824.176475,10.858565,HAROLD,RC,TRANSCONTINENTAL COAL PROC INC,PRESTONSBURG,  RV      06/22/1983  NW      03/11/1982,Released,3/11/1982,INTERIM,360084,8824.176475,472999.0242
56,Polygon,360085,SF,KY Division of Mine Permits,KGS Project,KY0360085,INACT,1353.523041,0.972338,HAROLD,RC,HERB PRESTON,PRESTONSBURG,  NW      03/02/1982,Released,3/2/1982,INTERIM,360085,1353.523041,42355.03362
57,Polygon,360086,SF,KY Division of Mine Permits,KGS Project,KY0360086,INACT,3254.055539,2.518186,WAYLAND,RC,DONNA SUE PARSONS,PRESTONSBURG,  NW      02/22/1982,Released,2/22/1982,INTERIM,360086,3254.055539,109692.1474
58,Polygon,360088,SF,KY Division of Mine Permits,KGS Project,KY0360088,INACT,32806.90455,46.16628,PRESTONSBURG,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      03/18/1987  RV      05/03/1985  NW      06/14/1982,Released,6/14/1982,INTERIM,360088,32806.90466,2011003.2
59,Polygon,360090,SF,KY Division of Mine Permits,KGS Project,KY0360090,INACT,1287.581097,1.90656,LANCER,FF,SEVEN TO ELEVEN MINING,PRESTONSBURG,  RV      03/19/1985  RN      03/18/1984  NW      03/18/1982,Released,3/18/1982,INTERIM,360090,1287.581097,83049.77309
60,Polygon,360091,SF,KY Division of Mine Permits,KGS Project,KY0360091,INACT,42117.011,65.356835,TIPTOP,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      02/10/1982,Released,2/10/1982,INTERIM,360091,42117.011,2846943.874
61,Polygon,360092,SF,KY Division of Mine Permits,KGS Project,KY0360092,INACT,1628.846318,1.108605,HAROLD,RC,DENNIS HALL,PRESTONSBURG,  NW      02/03/1982,Released,2/3/1982,INTERIM,360092,1628.846318,48290.83463
62,Polygon,360093,SF,KY Division of Mine Permits,KGS Project,KY0360093,INACT,5291.046292,16.379612,MARTIN,RC,M & W COAL CO INC,PRESTONSBURG,  NW      03/04/1982,Released,3/4/1982,INTERIM,360093,5291.046292,713495.8396
63,Polygon,360095,SF,KY Division of Mine Permits,KGS Project,KY0360095,INACT,2426.831248,2.556865,HAROLD,RC,TRAM COAL COMPANY INC,PRESTONSBURG,  NW      03/09/1982,Released,3/9/1982,INTERIM,360095,2426.831248,111377.0405
64,Polygon,360096,SF,KY Division of Mine Permits,KGS Project,KY0360096,INACT,1435.277566,2.580167,WAYLAND,RC,JACKIE QUILLEN,PRESTONSBURG,  NW      03/12/1982,Released,3/12/1982,INTERIM,360096,1435.277566,112392.073
65,Polygon,360097,SF,KY Division of Mine Permits,KGS Project,KY0360097,INACT,14563.33182,19.408695,WAYLAND,RC,APOLLO COAL COMPANY,PRESTONSBURG,  RV      07/30/1986  AM      09/13/1982  NW      03/25/1982,Released,3/25/1982,INTERIM,360097,14563.33182,845442.7303
66,Polygon,360098,SF,KY Division of Mine Permits,KGS Project,KY0360098,INACT,4927.602935,3.66072,BROAD BOTTOM,RC,B X CORPORATION,PRESTONSBURG,  SU      05/25/1984  NW      02/05/1982,Released,2/5/1982,INTERIM,360098,4927.602935,159460.9801
67,Polygon,360099,SF,KY Division of Mine Permits,KGS Project,KY0360099,INACT,21948.20692,104.854641,WAYLAND,RC,BUCK COAL INC,PRESTONSBURG,  NW      04/15/1982,Released,4/15/1982,INTERIM,360099,21948.20692,4567468.197
68,Polygon,360100,SF,KY Division of Mine Permits,KGS Project,KY0360100,INACT,6671.552446,21.363511,WAVERLY,RC,TRANSCONTINENTAL COAL PROC INC,PRESTONSBURG,  SU      08/14/1984  RV      07/15/1982  NW      03/25/1982,Released,3/25/1982,INTERIM,360100,6671.552446,930594.5748
69,Polygon,360101,SF,KY Division of Mine Permits,KGS Project,KY0360101,INACT,10968.65308,26.656085,MCDOWELL,RC,COAL-MAC INC,PRESTONSBURG,  SU      08/04/1983  NW      06/30/1982,Released,6/30/1982,INTERIM,360101,10968.65308,1161139.093
70,Polygon,360102,SF,KY Division of Mine Permits,KGS Project,KY0360102,INACT,47945.21204,262.832916,LANCER,RC,COW CREEK MINING CO INC,PRESTONSBURG,  NW      06/07/1982,Released,6/7/1982,INTERIM,360102,47945.21204,11449002.05
71,Polygon,360104,SF,KY Division of Mine Permits,KGS Project,KY0360104,INACT,18567.59677,18.892175,HAROLD,FF,HALL & SON ENTERPRISE,PRESTONSBURG,  RV      08/04/1982  NW      04/26/1982,Released,4/26/1982,INTERIM,360104,18567.59677,822943.1101
72,Polygon,360105,SF,KY Division of Mine Permits,KGS Project,KY0360105,INACT,30509.8578,104.274993,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      05/10/1982,Released,5/10/1982,INTERIM,360105,30509.8578,4542218.565
73,Polygon,360106,SF,KY Division of Mine Permits,KGS Project,KY0360106,INACT,23259.67684,21.976623,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  RV      02/09/1987  NW      05/28/1982,Released,5/28/1982,INTERIM,360106,23259.67684,957301.7071
74,Polygon,360107,SF,KY Division of Mine Permits,KGS Project,KY0360107,INACT,27012.60404,111.016262,WAYLAND,RC,BUCK COAL INC,PRESTONSBURG,  NW      05/12/1982,Released,5/12/1982,INTERIM,360107,27012.60404,4835868.291
75,Polygon,360108,SF,KY Division of Mine Permits,KGS Project,KY0360108,INACT,46091.65923,161.027246,LANCER,RC,AGIPCOAL USA INC,PRESTONSBURG,  MI      08/01/1989  MI      04/17/1989  NC      04/11/1989,Released,7/14/1982,INTERIM,360108,21571.18022,2384839.68
76,Polygon,360109,SF,KY Division of Mine Permits,KGS Project,KY0360109,INACT,3507.194971,2.841153,LANCER,RC,BRANHAM MINING COMPANY,PRESTONSBURG,  NW      07/14/1982,Released,7/14/1982,INTERIM,360109,3507.194971,123760.6195
78,Polygon,360112,SF,KY Division of Mine Permits,KGS Project,KY0360112,INACT,1971.845231,2.053702,MARTIN,RC,A D C DEVELOPMENT,PRESTONSBURG,  RN      09/28/1984  NW      06/14/1982,Released,6/14/1982,INTERIM,360112,1971.845231,89459.25647
79,Polygon,360114,SF,KY Division of Mine Permits,KGS Project,KY0360114,INACT,2832.78649,6.179109,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  NW      06/23/1982,Released,6/23/1982,INTERIM,360114,2832.78649,269161.9748
80,Polygon,360115,SF,KY Division of Mine Permits,KGS Project,KY0360115,INACT,3874.839921,6.397761,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  NW      07/17/1982,Released,7/17/1982,INTERIM,360115,3874.839921,278686.4639
82,Polygon,360122,SF,KY Division of Mine Permits,KGS Project,KY0360122,INACT,21632.846,76.055422,DAVID,RC,JORDAN COAL COMPANY INC,PRESTONSBURG,  NW      06/22/1982,Released,6/22/1982,INTERIM,360122,21632.846,3312974.155
83,Polygon,360123,SF,KY Division of Mine Permits,KGS Project,KY0360123,INACT,4855.954699,7.739935,MARTIN,RC,OMNI NATURAL RESOURCES,PRESTONSBURG,  MI      01/16/1989  RV      12/29/1982  NW      07/19/1982,Released,7/19/1982,INTERIM,360123,4855.9547,337151.5584
84,Polygon,360125,SF,KY Division of Mine Permits,KGS Project,KY0360125,INACT,31901.4886,85.129417,MARTIN,RC,H J & R COAL CO INC,PRESTONSBURG,  NW      07/15/1982,Released,7/15/1982,INTERIM,360125,31901.4886,3708237.365
85,Polygon,360126,SF,KY Division of Mine Permits,KGS Project,KY0360126,INACT,2419.509562,6.432066,THOMAS,RC,3 M DEVELOPMENT CO,PRESTONSBURG,  RV      09/27/1983  NW      07/15/1982,Released,7/15/1982,INTERIM,360126,321.814375,1204.902185
87,Polygon,360128,SF,KY Division of Mine Permits,KGS Project,KY0360128,INACT,20395.72454,134.641827,HAROLD,RC,CARDO COAL CO CORP,PRESTONSBURG,  NW      07/14/1982,Released,7/14/1982,INTERIM,360128,20395.72454,5864997.919
88,Polygon,360129,SF,KY Division of Mine Permits,KGS Project,KY0360129,INACT,42900.49132,51.865926,MARTIN,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      11/10/1986  RV      09/22/1983  NW      07/16/1982,Released,7/16/1982,INTERIM,360129,42900.49132,2259279.38
89,Polygon,360133,SF,KY Division of Mine Permits,KGS Project,KY0360133,INACT,31094.43322,32.850719,PRESTONSBURG,RC,L T RUTH COAL CO,PRESTONSBURG,  NW      07/15/1982,Released,7/15/1982,INTERIM,360133,31094.43322,1430977.314
90,Polygon,360135,SF,KY Division of Mine Permits,KGS Project,KY0360135,INACT,59603.2373,75.200139,MCDOWELL,FF,C & M MINING CO,PRESTONSBURG,  RV      12/22/1983  NW      07/19/1982,Released,7/19/1982,INTERIM,360135,59603.2373,3275718.326
91,Polygon,360136,SF,KY Division of Mine Permits,KGS Project,KY0360136,INACT,31251.56096,33.285113,HAROLD,RC,B C B COAL CO,PRESTONSBURG,  NW      07/17/1982,Released,7/17/1982,INTERIM,360136,31251.56096,1449899.555
92,Polygon,360138,SF,KY Division of Mine Permits,KGS Project,KY0360138,INACT,9103.493733,49.590414,MARTIN,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      07/06/1982,Released,7/6/1982,INTERIM,360138,9103.493733,2160158.441
93,Polygon,360141,SF,KY Division of Mine Permits,KGS Project,KY0360141,INACT,12591.43488,72.222308,MARTIN,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      07/09/1982,Released,7/9/1982,INTERIM,360141,12591.43488,3146003.806
94,Polygon,360142,SF,KY Division of Mine Permits,KGS Project,KY0360142,INACT,18296.11704,36.943227,MCDOWELL,RC,RASCHELLA COAL CORPORATION,PRESTONSBURG,  MA      05/03/1988  RV      08/01/1984  RV      02/16/1984,Released,7/19/1982,INTERIM,360142,18296.11704,1609246.851
97,Polygon,365003,SF,KY Division of Mine Permits,KGS Project,KY0365003,INACT,10571.03605,4.665648,IRONTON,RC,SLONE COAL CO,PRESTONSBURG,  RV      10/03/1978,Released,10/3/1978,INTERIM,365003,10571.03605,203235.6201
98,Polygon,365004,SF,KY Division of Mine Permits,KGS Project,KY0365004,INACT,20570.40175,9.964743,HAROLD,RC,ROCKY TOP ENERGIES INC,PRESTONSBURG,  NW      10/27/1978,Released,10/27/1978,INTERIM,365004,20570.40175,434064.1282
99,Polygon,365005,SF,KY Division of Mine Permits,KGS Project,KY0365005,INACT,10477.35631,4.807517,PIKEVILLE,RC,K C ROGERS COAL CO INC,PRESTONSBURG,  RV      01/12/1987  NW      11/13/1978,Released,11/13/1978,INTERIM,365005,10477.35631,209415.4197
100,Polygon,365006,SF,KY Division of Mine Permits,KGS Project,KY0365006,INACT,36388.88738,16.50809,THOMAS,RC,CLINE BRANCH COAL CO,PRESTONSBURG,  NW      01/09/1979,Released,1/9/1979,INTERIM,365006,36388.88738,719092.4648
101,Polygon,365007,SF,KY Division of Mine Permits,KGS Project,KY0365007,INACT,3239.042837,1.866812,HAROLD,RC,V & M MINING COMPANY OF PAINTSVILLE INC,PRESTONSBURG,  NW      03/02/1979,Released,3/2/1979,INTERIM,365007,3239.042837,81318.3415
102,Polygon,365008,SF,KY Division of Mine Permits,KGS Project,KY0365008,INACT,4166.195273,2.397764,HAROLD,RC,I & W COAL CO INC,PRESTONSBURG,  NW      11/22/1987,Released,11/22/1987,INTERIM,365008,4166.195273,104446.6044
103,Polygon,365010,SF,KY Division of Mine Permits,KGS Project,KY0365010,INACT,20437.0331,10.146403,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      12/22/1978,Released,12/22/1978,INTERIM,365010,20437.0331,441977.3182
104,Polygon,365021,SF,KY Division of Mine Permits,KGS Project,KY0365021,INACT,4478.468236,2.391313,HAROLD,RC,KISER BROTHERS COAL CO INC,PRESTONSBURG,  NW      04/16/1979,Released,4/16/1979,INTERIM,365021,4478.468236,104165.61
105,Polygon,365024,SF,KY Division of Mine Permits,KGS Project,KY0365024,INACT,4225.591319,1.895262,THOMAS,RC,3 M DEVELOPMENT CO,PRESTONSBURG,  NW      09/28/1979,Released,9/28/1979,INTERIM,365024,4225.591319,82557.59373
106,Polygon,365029,SF,KY Division of Mine Permits,KGS Project,KY0365029,INACT,8133.712567,8.691116,HAROLD,RC,ORION COAL CORPORATION,PRESTONSBURG,  NW      06/15/1979,Released,6/15/1979,INTERIM,365029,8133.712225,378585.0393
107,Polygon,365031,SF,KY Division of Mine Permits,KGS Project,KY0365031,INACT,5043.98079,2.145946,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      08/02/1979,Released,8/2/1979,INTERIM,365031,5043.980791,93477.39082
108,Polygon,365032,SF,KY Division of Mine Permits,KGS Project,KY0365032,INACT,2812.112219,1.254695,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      03/28/1979,Released,3/28/1979,INTERIM,365032,2812.112219,54654.51444
109,Polygon,365033,SF,KY Division of Mine Permits,KGS Project,KY0365033,INACT,6077.683766,2.701191,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      03/14/1979,Released,3/14/1979,INTERIM,365033,6077.683766,117663.8897
110,Polygon,365034,SF,KY Division of Mine Permits,KGS Project,KY0365034,INACT,13659.63299,17.358756,MCDOWELL,RC,NEWSOME COALS INC,PRESTONSBURG,  AM      11/30/1981  RV      09/16/1981  RV      11/12/1979,Released,11/12/1979,INTERIM,365034,13659.63299,756147.4043
111,Polygon,365035,SF,KY Division of Mine Permits,KGS Project,KY0365035,INACT,2967.293418,3.622759,PIKEVILLE,RC,BEBE COAL CORPORATION,PRESTONSBURG,  NW      09/30/1979,Released,9/30/1979,INTERIM,365035,2967.293418,157807.3836
112,Polygon,365036,SF,KY Division of Mine Permits,KGS Project,KY0365036,INACT,2524.587644,2.134944,WHEELWRIGHT,RC,ORCHARD FORK COAL CO INC,PRESTONSBURG,  RV      07/31/1979,Released,7/31/1979,INTERIM,365036,2524.587644,92998.14418
113,Polygon,365037,SF,KY Division of Mine Permits,KGS Project,KY0365037,INACT,1544.666674,3.51731,LANCER,FF,R D K COAL CO,PRESTONSBURG,  NW      10/08/1979,Released,10/8/1979,INTERIM,365037,1544.666674,153214.0409
115,Polygon,365041,SF,KY Division of Mine Permits,KGS Project,KY0365041,INACT,22552.93414,10.612006,MCDOWELL,RC,KENTUCKY COAL CO,PRESTONSBURG,  NW      08/29/1979,Released,8/29/1979,INTERIM,365041,22552.93415,462259.1556
116,Polygon,365043,SF,KY Division of Mine Permits,KGS Project,KY0365043,INACT,849.934959,0.826183,HAROLD,RC,KISER BROTHERS COAL CO INC,PRESTONSBURG,  SU      12/21/1979,Released,12/21/1979,INTERIM,365043,849.934959,35988.55802
117,Polygon,365044,SF,KY Division of Mine Permits,KGS Project,KY0365044,INACT,8798.978847,4.014699,HAROLD,RC,ORION COAL CORPORATION,PRESTONSBURG,  NW      11/26/1979,Released,11/26/1979,INTERIM,365044,8798.978847,174880.3319
118,Polygon,365045,SF,KY Division of Mine Permits,KGS Project,KY0365045,INACT,15122.97972,6.859463,MCDOWELL,RC,TRAM COAL COMPANY INC,PRESTONSBURG,  RV      09/12/1979,Released,9/12/1979,INTERIM,365045,15122.97979,298798.2594
119,Polygon,365046,SF,KY Division of Mine Permits,KGS Project,KY0365046,INACT,3064.827312,1.3529,MCDOWELL,RC,CHAZANDER MINING CO INC,PRESTONSBURG,  NW      10/11/1979,Released,10/11/1979,INTERIM,365046,3064.827312,58932.37916
121,Polygon,365051,SF,KY Division of Mine Permits,KGS Project,KY0365051,INACT,12746.54802,7.54352,LANCER,RC,BLACKHAWK MINING CO,PRESTONSBURG,  NW      02/25/1980,Released,2/25/1980,INTERIM,365051,12746.54802,328595.7653
122,Polygon,365052,SF,KY Division of Mine Permits,KGS Project,KY0365052,INACT,5026.180527,8.118779,LANCER,FF,LITTLE BIT COAL ENTERPRISES INC,PRESTONSBURG,  NW      05/09/1980,Released,5/9/1980,INTERIM,365052,5026.180527,353653.9618
124,Polygon,365057,SF,KY Division of Mine Permits,KGS Project,KY0365057,INACT,12647.29211,7.461897,HAROLD,RC,G & L COAL CO INC,PRESTONSBURG,  RV      08/18/1982  NW      12/16/1980,Released,12/16/1980,INTERIM,365057,12647.29211,325040.2458
126,Polygon,365060,SF,KY Division of Mine Permits,KGS Project,KY0365060,INACT,4489.934827,1.989048,MCDOWELL,FF,FUTURITY COAL CO,PRESTONSBURG,  NW      03/24/1980,Released,3/24/1980,INTERIM,365060,4489.934827,86643.00071
127,Polygon,365061,SF,KY Division of Mine Permits,KGS Project,KY0365061,INACT,3447.579985,1.563834,MCDOWELL,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  RV      10/16/1986  NW      05/02/1980,Released,5/2/1980,INTERIM,365061,3447.579985,68120.62845
128,Polygon,365062,SF,KY Division of Mine Permits,KGS Project,KY0365062,INACT,7252.49236,9.559292,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      08/24/1981  NW      05/01/1980,Released,5/1/1980,INTERIM,365062,6150.746947,342361.9513
129,Polygon,365063,SF,KY Division of Mine Permits,KGS Project,KY0365063,INACT,2043.470481,0.928659,MCDOWELL,RC,H H & R COAL CO,PRESTONSBURG,  RV      07/23/1980  NW      04/15/1980,Released,4/15/1980,INTERIM,365063,2043.470481,40452.4018
130,Polygon,365065,SF,KY Division of Mine Permits,KGS Project,KY0365065,INACT,2885.746104,1.310876,WHEELWRIGHT,RC,GOLDEN AGE COAL CO,PRESTONSBURG,  MA      11/18/1987  NW      05/09/1980,Released,5/9/1980,INTERIM,365065,2885.746104,57101.73812
131,Polygon,365066,SF,KY Division of Mine Permits,KGS Project,KY0365066,INACT,4723.639362,2.947486,MARTIN,RC,M & W COAL CO INC,PRESTONSBURG,  RV      11/09/1981  NW      04/25/1980,Released,4/25/1980,INTERIM,365066,4723.639362,128392.5252
132,Polygon,365067,SF,KY Division of Mine Permits,KGS Project,KY0365067,INACT,5667.100887,5.012911,MARTIN,RC,G & D COALS INC,PRESTONSBURG,  RV      09/28/1983  RV      01/23/1981  NW      05/08/1980,Released,5/8/1980,INTERIM,365067,5667.100887,218362.4347
133,Polygon,365069,SF,KY Division of Mine Permits,KGS Project,KY0365069,INACT,2532.531001,3.712959,MARTIN,RC,M & W COAL CO INC,PRESTONSBURG,  AM      10/27/1981  NW      05/20/1980,Released,5/20/1980,INTERIM,365069,2532.531001,161736.4987
134,Polygon,365072,SF,KY Division of Mine Permits,KGS Project,KY0365072,INACT,1330.288813,1.198762,WAYLAND,RC,T & H COAL COMPANY INC,PRESTONSBURG,  RV      11/26/1980  NW      04/16/1980,Released,4/16/1980,INTERIM,365072,1330.288813,52218.06262
135,Polygon,365073,SF,KY Division of Mine Permits,KGS Project,KY0365073,INACT,847.974412,0.340545,MCDOWELL,RC,J R M COAL COMPANY INC,PRESTONSBURG,  RV      04/14/1980,Released,4/14/1980,INTERIM,365073,847.974412,14834.16079
137,Polygon,365079,SF,KY Division of Mine Permits,KGS Project,KY0365079,INACT,1900.215978,0.968393,MCDOWELL,RC,MINK BRANCH COAL CO,PRESTONSBURG,  NW      11/05/1980,Released,11/5/1980,INTERIM,365079,1900.216138,42183.17954
138,Polygon,365081,SF,KY Division of Mine Permits,KGS Project,KY0365081,INACT,1659.001239,0.708276,MCDOWELL,RC,J R M COAL COMPANY INC,PRESTONSBURG,  RV      01/28/1981  NW      06/30/1980,Released,6/30/1980,INTERIM,365081,1659.001239,30852.51943
140,Polygon,365086,SF,KY Division of Mine Permits,KGS Project,KY0365086,INACT,20689.3701,13.380315,HAROLD,RC,BUCK COAL INC,PRESTONSBURG,  SU      12/16/1983  AM      08/24/1981  NW      07/21/1980,Released,7/21/1980,INTERIM,365086,20689.3701,582846.5057
141,Polygon,365087,SF,KY Division of Mine Permits,KGS Project,KY0365087,INACT,19345.99094,11.176829,BROAD BOTTOM,RC,LOWER HURRICANE MINING CO INC,PRESTONSBURG,  RV      11/25/1980  NW      05/20/1980,Released,5/20/1980,INTERIM,365087,19345.99094,486862.7592
142,Polygon,365098,SF,KY Division of Mine Permits,KGS Project,KY0365098,INACT,2291.383036,1.042799,MCDOWELL,RC,NEWMAN BROTHERS MINING INC,PRESTONSBURG,  NW      09/26/1980,Released,9/26/1980,INTERIM,365098,2291.383036,45424.29088
144,Polygon,365101,SF,KY Division of Mine Permits,KGS Project,KY0365101,INACT,982.055187,0.702594,MCDOWELL,RC,MELANA COAL CO,PRESTONSBURG,  NW      09/02/1980,Released,9/2/1980,INTERIM,365101,982.055187,30604.98069
145,Polygon,365105,SF,KY Division of Mine Permits,KGS Project,KY0365105,INACT,2168.268944,2.73115,WHEELWRIGHT,RC,BUCKINGHAM COAL CO INC,PRESTONSBURG,  RV      09/03/1982  RV      04/10/1981  NW      10/29/1980,Released,10/29/1980,INTERIM,365105,2168.268944,118968.9142
146,Polygon,365106,SF,KY Division of Mine Permits,KGS Project,KY0365106,INACT,866.353765,0.566429,MCDOWELL,RC,LULU COAL CO INC,PRESTONSBURG,  NW      02/11/1981,Released,2/11/1981,INTERIM,365106,866.353765,24673.63454
147,Polygon,365107,SF,KY Division of Mine Permits,KGS Project,KY0365107,INACT,952.729374,0.917866,PRESTONSBURG,RC,OLD STYLE MINING COMPANY INC,PRESTONSBURG,  NW      03/16/1981,Released,3/16/1981,INTERIM,365107,952.729374,39982.24711
148,Polygon,365108,SF,KY Division of Mine Permits,KGS Project,KY0365108,INACT,12963.82681,6.482992,HAROLD,RC,TRANSCONTINENTAL COAL PROC INC,PRESTONSBURG,  MI      12/10/1987  RV      06/22/1983  NW      10/21/1980,Released,10/21/1980,INTERIM,365108,12963.82681,282399.2098
149,Polygon,365109,SF,KY Division of Mine Permits,KGS Project,KY0365109,INACT,13313.16344,9.672007,PIKEVILLE,RC,SUN COAL CO INC,PRESTONSBURG,  AM      02/18/1983  SU      12/09/1980,Released,12/9/1980,INTERIM,365109,13313.16344,421312.5566
150,Polygon,365110,SF,KY Division of Mine Permits,KGS Project,KY0365110,INACT,8005.719355,4.766868,MCDOWELL,RC,KENTUCKY COAL CO,PRESTONSBURG,  NW      04/06/1981,Released,4/6/1981,INTERIM,365110,8005.719355,207644.7509
152,Polygon,365112,SF,KY Division of Mine Permits,KGS Project,KY0365112,INACT,2723.520751,2.880157,HAROLD,FF,LONE OAK MINING,PRESTONSBURG,  RV      12/08/1981  NW      04/21/1981,Released,4/21/1981,INTERIM,365112,2723.520751,125459.627
153,Polygon,365113,SF,KY Division of Mine Permits,KGS Project,KY0365113,INACT,13675.90348,7.54281,MCDOWELL,RC,EXPORT COAL MINING CO,PRESTONSBURG,  RV      09/11/1981  NW      01/30/1981,Released,1/30/1981,INTERIM,365113,13675.90348,328564.8409
154,Polygon,365114,SF,KY Division of Mine Permits,KGS Project,KY0365114,INACT,5570.56527,3.234299,HAROLD,FF,EAST KY MINING INC,PRESTONSBURG,  RV      04/15/1982  NW      03/16/1981,Released,3/16/1981,INTERIM,365114,5570.56527,140886.1162
